Densidad de estados ,Tiempo de ejecución, 71.12 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  10, 1, 0, 1000000, 10000, 40.0 
  E_i, E_f, S, DOS 
  -2.0, -1.95, 1759.4931640625, 1.374586577569023560416935233005136485867355878893615228494840442237832299048403e+764 
-1.95, -1.9, 1764.3265838623047, 1.72702906513846760268582597758382083685839667545141310615038474864822079858616e+766 
-1.9, -1.85, 1764.9796905517578, 3.31848820180762062897875449079994574931757254319205974957889498103459853076194e+766 
-1.85, -1.8, 1768.5067901611328, 1.129120195829332727610845194500249687351775147799777603316321239452002247505422e+768 
-1.8, -1.75, 1772.275375366211, 4.891205779618353483463155395621539170000876528319495916475416210697906468467666e+769 
-1.75, -1.7, 1773.9208068847656, 2.535232323894196372641985270265190609100493562151405793160545159124905138482444e+770 
-1.7, -1.65, 1775.9780731201172, 1.983705224985476283463696751804389537182142218019395957681028714339985918066798e+771 
-1.65, -1.6, 1777.7749786376953, 1.196363867493030410602742091343537426875716937038131317346572022204331008769486e+772 
-1.6, -1.55, 1781.4407653808594, 4.676212542367362666778815411225129685391755261770391164660808196997441590628885e+773 
-1.55, -1.5, 1783.0462799072266, 2.328950949291486908097119231420729589991009705439079931581116808549858996939314e+774 
-1.5, -1.45, 1784.747573852539, 1.276506158430713204789633044583934384966677255040693739311635673668328595190627e+775 
-1.45, -1.4, 1786.426528930664, 6.842012135825201324322566882364075886225544247030476430032667640580818783262324e+775 
-1.4, -1.35, 1789.9459533691406, 2.310204647883778269683858967582844825076424313819177680374991855170239832008629e+777 
-1.35, -1.3, 1791.4078063964844, 9.966098068430608557850851286445461779555001479022845506218504179078184198720597e+777 
-1.3, -1.25, 1793.0372161865234, 5.083570337942000161285029659581380492205498114170775044564706120945737219601695e+778 
-1.25, -1.2, 1794.7916564941406, 2.938411272475419831364348493208651657376592462684160308202104480690973190739837e+779 
-1.2, -1.15, 1798.308578491211, 9.896745402363385478252870908030511928527058707084572217952638568297131587697237e+780 
-1.15, -1.1, 1799.7832794189453, 4.324609254818132528707473921898374109945938727827461877994565055102534328522661e+781 
-1.1, -1.05, 1801.3787536621094, 2.132320750398446771064062367382984063262336631856359028380973417609283010116606e+782 
-1.05, -1.0, 1802.946304321289, 1.022424233529100337974244754387514083591622028448808427480253933855566705951322e+783 
-1.0, -0.95, 1806.0608673095703, 2.302865926466905009095794171982333030944944655911726437755634985415650210343286e+784 
-0.95, -0.9, 1807.373031616211, 8.553313133460833281127998579613674651385027654731612861331322807140303595160559e+784 
-0.9, -0.85, 1808.8238372802734, 3.649314274510781792560553060693352594286446816592617433452501372858915137637319e+785 
-0.85, -0.8, 1810.2528533935547, 1.523439031955276463082510788408521949959355377989609218886362890828640072887322e+786 
-0.8, -0.75, 1813.069564819336, 2.547459614566315201196434618678414232825672214297959043400116149091199456162784e+787 
-0.75, -0.7, 1814.1136169433594, 7.2365802745771876088388367564917280369903771671717323475364704748885668788102e+787 
-0.7, -0.65, 1815.3791809082031, 2.565433907145409743738742329865103558052727757127644203427855740218590247742216e+788 
-0.65, -0.6, 1816.4852600097656, 7.753983648450963283257450560128385830800531057528902837719494660079233005722122e+788 
-0.6, -0.55, 1818.9979705810547, 9.567119894936875771042217131799941836308053388837538095545643016999665269857431e+789 
-0.55, -0.5, 1819.6951293945312, 1.921115350770139315811613708705082859912786976375884674881975530951504990424869e+790 
-0.5, -0.45, 1820.6546936035156, 5.015184138160725240442827021429553812237764534367919080607535481422984060014934e+790 
-0.45, -0.4, 1821.4234771728516, 1.081845754731698006465847198855075834378097887680382141650737283487934988718065e+791 
-0.4, -0.35, 1823.2948760986328, 7.029162316588787562074363458546135195555689824629138213136141041310163758300433e+791 
-0.35, -0.3, 1823.5827331542969, 9.373856546147024403387437224698257774562841303986548131173305635940700353256636e+791 
-0.3, -0.25, 1824.196792602539, 1.732211561330457224382750371646314840768390245997529198937727220630164196096851e+792 
-0.25, -0.2, 1824.7472839355469, 3.00383643773685157739180955246751965709198288466640997219199041756777401725456e+792 
-0.2, -0.15, 1826.0370635986328, 1.09098925097943600611838071445793940480834388302348934139343485556236910979123e+793 
-0.15, -0.1, 1825.7626342773438, 8.291580696484070276907832052880741390598509710327925102689868023812426070282922e+792 
-0.1, -0.05, 1825.9577941894531, 1.007846065485009610696261927858446005441155265875670079763147652480682830235196e+793 
-0.05, 0.0, 1826.8565826416016, 2.47589982925878235751539111017853735759296401463773368868207843505027093642569e+793 
