Modelo de ising,Fecha, 05-04-2018 12:23:07 
 ,Tiempo de ejecución, 71.12 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  10, 1, 0, 1000000, 10000, 40.0 
 
T,M,E,CV 
0.1, 9.999999999999999999995153441622128296497183573759031626776777551995115651340688e-01,-1.974999999999999999998788360405532067236943749938129131510431671367064236031606, 6.058197972338822378506414805650369094228989035492088338449966767123698908536816e-19 
0.2, 9.999999999651024052011792184769112684868880915145605522042093412509376767525846e-01,-1.974999999912756013114699555554247445606881592255401311013483098973581035522532, 1.090549834221429944264692171322534102163426926020306997366820959777369660052400e-08 
0.3, 9.999998548171102173197413714468667366652115157247675603636896424809794077236207e-01,-1.9749996370447097082979073263666265585432083256450001085089868149276410068046, 2.016404089730465033893860441677954842621173467812700652461187078884441189207775e-05 
0.4, 9.999906367053749446740208467868359282944803648593173035722916999664782819161812e-01,-1.974976599806342160942880912817364749250216339480933394168133309223263815423797, 7.309242976878586558675307690938442340893494989378560365477091510526232204952438e-04 
0.5, 9.998860714376623986844818390371499556025001441731395695019227985976193163075997e-01,-1.974716366016913023431673367397710753918433388274048145521655316212503827321215, 5.641494521903638794616508499683425042495215700088858626676941969859486389387444e-03 
0.6, 9.994001702844280585424719754175665611132482737000827972567752560836763138801396e-01,-1.973532914674228240983398945931192825831946594405900323676317168844883993572192, 1.979758877404759365469831293286418059986627279058863057454662321623382082326094e-02 
0.7, 9.980560043616900602081731210149400425733699622633888617491470688209631234755143e-01,-1.970469118625768313632979612959807372037312671382085055483173873097921709538966, 4.219599840409469268687508265662944341529539243308281535107600682816648539331169e-02 
0.8, 9.953733800234272259676145418230752454683528304694115798607486004220282224202961e-01,-1.965167367861775481907021252029905668628372261960208631129510398462683263060847, 6.240664861892416055227413297146387550592973035686192112509693051249007339637457e-02 
0.9, 9.910410842979477734930961082662091075118737596381983190048196136677466271103044e-01,-1.958398639835459094378606364587897985403945799922358551443441147366010821563598, 7.074148466553775199850388375061323604573550998787906999197526112115889417228169e-02 
1.0, 9.849194485553226567383592223396173175820885285245138608652524305659371442777923e-01,-1.951378717102268069838824781649186772937680540449835788570167857940121761962397, 6.853767998772539512592870128606610073296193265606717092090925052706852377546012e-02 
1.1, 9.769338968080444482735989897778956088862253637930822262045180727707830450959402e-01,-1.944753045478437193838204030572153043327061427856601341188280650641918062452562, 6.444727023604018620419309118717227170287426000712094111333061739944653760471691e-02 
1.2, 9.66938849571658203705999710469958713581730752669260282494668343548380563548822e-01,-1.938260274826643188136550854560535944602413979857130545142073051378847639318867, 6.714595008210292055089949711311989150912218590045103679470345956889982441341175e-02 
1.3, 9.545241147772776356091393987740520876431239388876710941557236121756172966657058e-01,-1.930880240108478573847483973692127200132627467691655455071649160308368340976487, 8.307706525693991046751277644975597911065043382930426434954391782136024067063771e-02 
1.4, 9.38787604809425013008876942460447305746619313692626800710148851653101264275716e-01,-1.921067483662880851913816725343853596520231950894663960253143933760667192457098, 1.162099461157847659057205142243050800384566728280251614498499849451576598282765e-01 
1.5, 9.182935305023333899243709684550971558642939217098023883507389889653817886350401e-01,-1.907045973963584922492791319294933907183530556465991883580895268886356817267705, 1.669604613368806949484533721550074111359256306043854011499932055500795351105617e-01 
1.6, 8.915682185565172512051803489906612415147361781063607727092334943542256835207098e-01,-1.887206393510349592051981319775961443374528266979217271625027862983043726690813, 2.317373020115388576728164265454552812016054347079401090737495207513940941322652e-01 
