Modelo de ising,Fecha, 13-04-2018 14:43:36 
 ,Tiempo de ejecución, 188.37 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  6, 1, 0, 110957, 0, 12 
 
T,M,E,CV 
0.1, 9.999999999999999999999999849854204325310539169839866762888913631048906293514255e-01,-1.916666666666666666666666621622927964259828417618626695533340755991305830219988, 2.70262432214440976985262654042507763028325546129831971925847239159772932569581e-23 
0.2, 9.999999999998395470770997891778979275294155871969229422259178084065641785713513e-01,-1.916666666666185307897966034200360454258471254599678368521105791082636687666422, 7.220381530517467540684818752447556089610562349354993694485836100126758311598372e-11 
0.3, 9.999999964657890960086743521364348341585398744556810749337241419250729788614834e-01,-1.916666656064033954692743181302393042507727957915660743256030659320696270898083, 7.068421980096515994660736377019264201066149488102470411545556196954284637101023e-07 
0.4, 9.999994754747120251970859921572846472717631979315058964484956876260223823816311e-01,-1.91666509309080291701207669354491027060861826816284000023986166023870909596782, 5.900930812916928188929949555537611201600143429496769439113615735615011826373492e-05 
0.5, 9.999894639011631885212102942359079744344003907510455863778315003509354664936216e-01,-1.916635058371572012464615236218356372259294848151155557896017727379855996107847, 7.586540965227917864330172381451836365188374326428903214084481808116047170148643e-04 
0.6, 9.999221120102524986298409751267412181082229820670224407628434463894209636426451e-01,-1.916433003267865864823418904662668318155386822569183208850317608013844152240944, 3.896464985984347327766523507234471901913453714889833328697146317354198133082628e-03 
0.7, 9.996744370265102778033565430297950950730103919600336294533075841374568937857432e-01,-1.915690018998446617678878990425227898183143882040181346108135556331348186921032, 1.198498812854914622420599634213774603052685000169427871565562666671941388088736e-02 
0.8, 9.990453293831561723789664247279987970196955443182395159257052934986921394187833e-01,-1.913803669346981534784075043216620205807352105078342919704691133385269619237085, 2.700233600779078239183041562863506135230331230398955325643918729069153997858126e-02 
0.9, 9.977836975151324896096361249691103068993571979306077273104998030108849841971999e-01,-1.910029831592272602401519763547549562694688784830354945283201025179858319427592, 4.97735719125511058442737994507726277176766169864042441064455038659358404458322e-02 
1.0, 9.956158971677114699843162098921517306646108304359294917748022104724707068503154e-01,-1.903600083423744127523918508650649987391787172570787857805423465354006367533649, 7.997239161934703602318915602264829800277746010162004631139735567530896866330901e-02 
1.1, 9.922517047505350494625001806814194791562237834949617222220773404880702015556441e-01,-1.893836453859838340289491149265789046056139305611075054405752824103377122055457, 1.160936863236505771007834564207886924945561693913280186378844160153826013440336e-01 
1.2, 9.873721636889146173432551988389067323579832602093318191182244865925589399914292e-01,-1.8802752016463357215649276070039687352762494069948536910191396107580427764165, 1.553683983702216960194981063439875918614227006080660952524653841146343086033609e-01 
1.3, 9.806215380270153135450260518530171515465642239347300132151541114144244557276046e-01,-1.86277725768578024172617326534670796550338768360497945259740010909656838638777, 1.942248193104505382198720539816116522234496805487937442996337103044795828852483e-01 
1.4, 9.716285923308226661241152102727252350789679532160787093505793450532226508228095e-01,-1.841547947576282578928695582112273516166582843607766184597463285529818566550267, 2.296263877369214464020469430029182104139276965382947490301129300477869815945832e-01 
1.5, 9.600610911114969907284054455107507979252696426507551204092972669402168860901658e-01,-1.816998369056423101967351408893999592417067732467602975407858668999590482720666, 2.607522929151122690512302163506862997944369305946363165323318312306637308480104e-01 
1.6, 9.456814169238261927716143047709011206975935496197976752035462061141247704984867e-01,-1.789459273294190486435709627557103756474117411517052972728854385767879423863834, 2.901499726590907660823937378209904343620460127437711999994410340414522712758055e-01 
1.7, 9.283489208032051930976529626711775712392322941884475282057521267391666481283807e-01,-1.758821444845851138087486470772380589289654268841526935524000827731391237547747, 3.240756292865765948958371844676649761964654759495222812306266639726882750830524e-01 
1.8, 9.079291875784113670469896327417770705307996420840276923313879851910325963971919e-01,-1.724169110510023190924888361175421981480142441361003893720120692147670484981849, 3.72356632947296088339146337784768550656745708536940953643869391350906070027117e-01 
1.9, 8.841247879421699727328498201344571664481792222624525084857585632828972859071632e-01,-1.683447291614302984902676040297186489548463379696598092198334346882555196632995, 4.477547741369565551052075463465430487231285716063770181193277823888207224388572e-01 
2.0, 8.563266674008539996949635487111894419654221576532249407631273003025752513020975e-01,-1.633268268525615843885179613834579095445118498644772181799324157756131327224828, 5.634585799071471337043067957851046229851395073596879041556226172832194419248225e-01 
2.1, 8.236753035412596120104525021312807477970568800960736532807735264997717767445131e-01,-1.569167946809750510823400193502685997892438281605049049796533695719400479649011, 7.261765705496073261156943877712043538436532151153300870415868173469235179317942e-01 
2.2, 7.855334961498898492793666878943854457705443899206422343860136142529318073748574e-01,-1.486820907472213704082443477946313122501653924872797496806123467650341390406288, 9.242579288328563330536461940744401589910881717999607908336699295173432313917307e-01 
2.3, 7.423397204775220151735404523672803296805209453203125363272785021539307706732631e-01,-1.384419523019764301234935435687663274410532442826867755495079602055125503875189, 1.11853172560164600792213431452584062301309458824561385262523632520491881258161 
2.4, 6.962864678273323744997554049543763612549525902823894913330391381250475967818489e-01,-1.265159172276591492983726079264908331733906570691601891980584203707570648875902, 1.251967856090505582352173479511966063304579756604027191760477018955528395765859 
2.5, 6.509909680671210851592887494513001772498166825921818192293512869763298285870803e-01,-1.137521814924766084601520846215894616303406620745768568405516378682585015049275, 1.282105397445908793467463817121279305608839934366012787723321221993686926063432 
2.6, 6.100734062601218580341847592485698732669775313694600517094892876703817323755167e-01,-1.012231771565761123822042767096726278871002271191792877170069698844190628371887, 1.208749524949663393845778831115053126454571004049781351150206512883176279701233 
2.7, 5.757298443707510770093975440142656614835085542266487038302027359461977437634338e-01,-8.980210280230216273992537770387382503438799931632946105717519479399997587712012e-01, 1.068141718060849386866359820533147290118972077502943611977980260404237161241154 
2.8, 5.483387427198243174350124789220409831964558022031184721160506776667576251426741e-01,-7.993505055647567684065811041798095997686071359906204194203731679907344835046294e-01, 9.046070210273478997317129859185958005753491894647353345960536459951199603609121e-01 
2.9, 5.270103344575583741592303793489947116777392983503099378617265482862310326217265e-01,-7.168006256414025348735086378944741446012550319698523266713638501900065452028852e-01, 7.494435122207570404604070523753909364125626071701216801941906335533234454718516e-01 
3.0, 5.103625348488125097542991865703317022112511212011401400574286190770695593964307e-01,-6.486906364612297165149950722360806344356694204158032590306017882668179872212229e-01, 6.170292736460243387971292470893649919589391242201497764888190228900519917699457e-01 
3.1, 4.97053077908065423571951406117157692482205636066455854275873339162154205361661e-01,-5.925381599805540870244243826986855618334052542780878131003250162128825888006221e-01, 5.101403847313469871016082200612138412496206624822350746892294215243873317787739e-01 
3.2, 4.860065968833204598616258698176254382509425667921147039693261679571060511535681e-01,-5.459012536572724082514496301142714666441386386231404380178205416242418239670886e-01, 4.260442161025028810918258327911414558770895845111246562133140327967505980374279e-01 
3.3, 4.764493761680204369283798000578673480750801126975110642457973342142694083451037e-01,-5.067158511104349398524507288246236121712645112342163846447434479674238523396215e-01, 3.603615535041645283361383946602525114812522227763245096269512848186645670472386e-01 
3.4, 4.678623623162582787072400600329275543974518232712979607795779781917991444267308e-01,-4.733570330867902927409542455298764522134852617058984943771698601361286268975651e-01, 3.088631663746766401365158294783196537196655529572930411842679914763422175549719e-01 
3.5, 4.599152685786597463916888758186344755704675820357503869475729904678301475859237e-01,-4.445872645917197363304572434951648970109934001561394586310727274446281393279611e-01, 2.68071165938286203380722094748167223447547074892842153679053799501704168045074e-01 
3.6, 4.524077180503592736146933075079062864269902293415591405641818710939540582398192e-01,-4.194754602070461626969770535828143671207149361597728511485780490980280595833971e-01, 2.353224516308939306745804828284766099012329792889694026249547066441370702619457e-01 
3.7, 4.452243430349454272788692310849546295888887424132833452304519124701600895898824e-01,-3.973210112589775743931235714837742573669158336370194113979238544883913313045152e-01, 2.086442090805972833958477633081660586451346584796279289579775832262318589948343e-01 
3.8, 4.383031439055926039499843843345069046980361845325521338103521841607694609169377e-01,-3.775927790476372195835095908918975911378085930992039463875465437854788196484249e-01, 1.865939932965196920558835023956892888435076228819563975960775614454800387292331e-01 
3.9, 4.316142348178201506017541487323331762454005634473010631141016687553837355751538e-01,-3.598833541851403477835175325670909996262631057747543909903962066195003043509274e-01, 1.681187460499874739573247065294446908273869303291595980303539544052008029255028e-01 
4.0, 4.251460471158495191081136610543366618740475929927699756189604176377371336598669e-01,-3.438758512088563306824092260624075616777032234164412052996950349939238811816371e-01, 1.524454316858112145290856280308461694002524604017741866465939020786286453875185e-01 
4.1, 4.188966360795282845745108317870526558029314196766774858286333213319875216255272e-01,-3.293201293890570000540445026978909292862860742874702043810650393434105382603486e-01, 1.390009694095740414511819100239100913149013235502221934487452858264808736085603e-01 
4.2, 4.128683743505628236114186279892815637402421024669042966209577656081333919075978e-01,-3.160158131024441260896042749466345652147678498531509248576691026221941894032495e-01, 1.273552142709358365651546253769555492962281354520709170046339559668792076416989e-01 
4.3, 4.070648416583832901202592713390069168439564634685249114883937014033313136898075e-01,-3.038001225891328369694282148127872167195495825485519757012200670261329982785909e-01, 1.171808335923505471657013916716349104113437296000618634843669245005649874335953e-01 
4.4, 4.014891094955759102303869819979061002635528559351429520050293719652156006515895e-01,-2.925390833080596913311909383110320477306322295528390773061655666162396678864429e-01, 1.082251507339368741517321902947805624822755661166855176688185891437616425570948e-01 
4.5, 3.961428918928455928658576021880948317723462423182739792296972927668158372535876e-01,-2.821211085588978464704762696766571800143288054534496576377386805188721998686424e-01, 1.002903288430849404360232576143577340643494411857637910768603328722620172941925e-01 
4.6, 3.910262186697762356295051354385451149002386763183472013929825341172156386290003e-01,-2.724522572099793655900348257670974781210975742440403562971437585055182347613923e-01, 9.321933144900948833314003600574098564917613655584184775363499970992145227540642e-02 
4.7, 3.861374111202815689302462266036140031739506481421000084688659873324537443096341e-01,-2.634526831050424278273320965084302562935546214051863191451406624865931590737529e-01, 8.688588504454196904132594107570862935871570710726968645984486076812120472175828e-02 
4.8, 3.814732214811729174379514643181950821134144783612245684394664782838461769724506e-01,-2.550539406844990564494377845968481904003741922295432366582009334345001215366688e-01, 8.118722564380972039667756104275936556678286414693839092807985277993801357887128e-02 
4.9, 3.770290505700067344731246383696993536828076273454510151164813146518413540239106e-01,-2.471969127465681492801668292938050416415387655765612849647301765128871552347466e-01, 7.603879531526365314369396098757592053071994263063012977931966089470971816918503e-02 
5.0, 3.727991921892373099935972189459069014934855834604970322822401209649997091623594e-01,-2.398301957446558297758515900151779572894987454292389421658962076075522306390996e-01, 7.137031644974166188397169510728998379746191430647609919726703238082120818652061e-02 
