Densidad de estados ,Tiempo de ejecución, 57.29 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  10, 1, 0, 799632, 0, 40 
  E_i, E_f, S, DOS 
  -2.0, -1.95, 0.6931471805599453, 2.000000000000000000000000000000000000000000000000000000000000000000000000000000 
-1.95, -1.9, 5.024873254778695, 1.521509699999999999999999999999999999999999999999999999999999999999999999999996e+02 
-1.9, -1.85, 5.81872701454432, 3.365433700000000000000000000000000000000000000000000000000000000000000000000013e+02 
-1.85, -1.8, 9.03503560829432, 8.392012239999999999999999999999999999999999999999999999999999999999999999999967e+03 
-1.8, -1.75, 12.826585290911508, 3.719762514099999999999999999999999999999999999999999999999999999999999999999989e+05 
-1.75, -1.7, 14.234666345599008, 1.520677239050000000000000000000000000000000000000000000000000000000000000000006e+06 
-1.7, -1.65, 16.334992883684944, 1.242216436382000000000000000000000000000000000000000000000000000000000000000002e+07 
-1.65, -1.6, 18.15211629677088, 7.644761528888000000000000000000000000000000000000000000000000000000000000000049e+07 
-1.6, -1.55, 22.005097864153694, 3.603234906832439999999999999999999999999999999999999999999999999999999999999986e+09 
-1.55, -1.5, 23.582017419817756, 1.743974126888973999999999999999999999999999999999999999999999999999999999999995e+10 
-1.5, -1.45, 25.218430994036506, 8.958296302493679000000000000000000000000000000000000000000000000000000000000048e+10 
-1.45, -1.4, 26.97279500770838, 5.177689864923894399999999999999999999999999999999999999999999999999999999999989e+11 
-1.4, -1.35, 30.83191060829432, 2.455436140333894980000000000000000000000000000000000000000000000000000000000000e+13 
-1.35, -1.3, 32.400102136614635, 1.178109263941018863000000000000000000000000000000000000000000000000000000000000e+14 
-1.3, -1.25, 34.03033590126307, 6.014327860824042131299999999999999999999999999999999999999999999999999999999992e+14 
-1.25, -1.2, 35.716264245989635, 3.246208990655885723600000000000000000000000000000000000000000000000000000000009e+15 
-1.2, -1.15, 39.229997156145885, 1.089861446923289721739699999999999999999999999999999999999999999999999999999998e+17 
-1.15, -1.1, 40.700273035052135, 4.741371567836178086228400000000000000000000000000000000000000000000000000000018e+17 
-1.1, -1.05, 42.31883382606776, 2.392412215593701497037999999999999999999999999999999999999999999999999999999992e+18 
-1.05, -1.0, 43.83372640419276, 1.088292155111332317075251999999999999999999999999999999999999999999999999999992e+19 
-1.0, -0.95, 47.25341939735682, 3.325824247845106301600401299999999999999999999999999999999999999999999999999983e+20 
-0.95, -0.9, 48.57701253700526, 1.249477650190257081950072320000000000000000000000000000000000000000000000000004e+21 
-0.9, -0.85, 50.06506490516932, 5.533264419415669706062136329999999999999999999999999999999999999999999999999981e+21 
-0.85, -0.8, 51.48791646766932, 2.295715183582573014634294692000000000000000000000000000000000000000000000000000e+22 
-0.8, -0.75, 54.450089929583385, 4.439904160420717527600551812599999999999999999999999999999999999999999999999984e+23 
-0.75, -0.7, 55.450395105364635, 1.207259450071301298579651673710000000000000000000000000000000000000000000000001e+24 
-0.7, -0.65, 56.6636672000912, 4.061794894796766959689364988949999999999999999999999999999999999999999999999982e+24 
-0.65, -0.6, 57.873734949114635, 1.362208969351533364647226513335999999999999999999999999999999999999999999999996e+25 
-0.6, -0.55, 60.351090906145885, 1.622354498622668980614680754746999999999999999999999999999999999999999999999999e+26 
-0.55, -0.5, 61.02372884559901, 3.178840245992358213585102737407699999999999999999999999999999999999999999999977e+26 
-0.5, -0.45, 62.05894613075526, 8.950717645348846801061067856769399999999999999999999999999999999999999999999989e+26 
-0.45, -0.4, 63.0166945438412, 2.332398256849090620122015578725630000000000000000000000000000000000000000000009e+27 
-0.4, -0.35, 64.87402486610682, 1.494276677907201681044120920212609999999999999999999999999999999999999999999998e+28 
-0.35, -0.3, 65.13208150673182, 1.934209861733038599019572753274464999999999999999999999999999999999999999999995e+28 
-0.3, -0.25, 65.7612013797787, 3.628497954286251907231188549295490000000000000000000000000000000000000000000015e+28 
-0.25, -0.2, 66.29519796180995, 6.189258923589161006893852438552336999999999999999999999999999999999999999999976e+28 
-0.2, -0.15, 67.64732503700526, 2.392544251689597595971637581703656800000000000000000000000000000000000000000004e+29 
-0.15, -0.1, 67.48114156532557, 2.026223809734060064007293452180584100000000000000000000000000000000000000000005e+29 
-0.1, -0.05, 67.66438436317713, 2.43370957245185585812176995643564140000000000000000000000000000000000000000001e+29 
-0.05, 0.0, 68.48404073524745, 5.523838717425380783610940590267968900000000000000000000000000000000000000000026e+29 
0.0, 0.05, 68.48404073524745, 5.523838717425380783610940590267968900000000000000000000000000000000000000000026e+29 
0.05, 0.1, 67.66438436317713, 2.43370957245185585812176995643564140000000000000000000000000000000000000000001e+29 
0.1, 0.15, 67.48114156532557, 2.026223809734060064007293452180584100000000000000000000000000000000000000000005e+29 
0.15, 0.2, 67.64732503700526, 2.392544251689597595971637581703656800000000000000000000000000000000000000000004e+29 
0.2, 0.25, 66.29519796180995, 6.189258923589161006893852438552336999999999999999999999999999999999999999999976e+28 
0.25, 0.3, 65.7612013797787, 3.628497954286251907231188549295490000000000000000000000000000000000000000000015e+28 
0.3, 0.35, 65.13208150673182, 1.934209861733038599019572753274464999999999999999999999999999999999999999999995e+28 
0.35, 0.4, 64.87402486610682, 1.494276677907201681044120920212609999999999999999999999999999999999999999999998e+28 
0.4, 0.45, 63.0166945438412, 2.332398256849090620122015578725630000000000000000000000000000000000000000000009e+27 
0.45, 0.5, 62.05894613075526, 8.950717645348846801061067856769399999999999999999999999999999999999999999999989e+26 
0.5, 0.55, 61.02372884559901, 3.178840245992358213585102737407699999999999999999999999999999999999999999999977e+26 
0.55, 0.6, 60.351090906145885, 1.622354498622668980614680754746999999999999999999999999999999999999999999999999e+26 
0.6, 0.65, 57.873734949114635, 1.362208969351533364647226513335999999999999999999999999999999999999999999999996e+25 
0.65, 0.7, 56.6636672000912, 4.061794894796766959689364988949999999999999999999999999999999999999999999999982e+24 
0.7, 0.75, 55.450395105364635, 1.207259450071301298579651673710000000000000000000000000000000000000000000000001e+24 
0.75, 0.8, 54.450089929583385, 4.439904160420717527600551812599999999999999999999999999999999999999999999999984e+23 
0.8, 0.85, 51.48791646766932, 2.295715183582573014634294692000000000000000000000000000000000000000000000000000e+22 
0.85, 0.9, 50.06506490516932, 5.533264419415669706062136329999999999999999999999999999999999999999999999999981e+21 
0.9, 0.95, 48.57701253700526, 1.249477650190257081950072320000000000000000000000000000000000000000000000000004e+21 
0.95, 1.0, 47.25341939735682, 3.325824247845106301600401299999999999999999999999999999999999999999999999999983e+20 
1.0, 1.05, 43.83372640419276, 1.088292155111332317075251999999999999999999999999999999999999999999999999999992e+19 
1.05, 1.1, 42.31883382606776, 2.392412215593701497037999999999999999999999999999999999999999999999999999999992e+18 
1.1, 1.15, 40.700273035052135, 4.741371567836178086228400000000000000000000000000000000000000000000000000000018e+17 
1.15, 1.2, 39.229997156145885, 1.089861446923289721739699999999999999999999999999999999999999999999999999999998e+17 
