Densidad de estados ,Tiempo de ejecución, 124.7 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  10, 1, 0, 1000000, 10000, 40 
  E_i, E_f, S, DOS 
  -2.0, -1.95, 2901.6126251220703, 1.426762582760726160004589250386900293408792160852242343120140718983445773327446e+1260 
-1.95, -1.9, 2906.2131958007812, 1.420215246681178011658764107721744295345515995134070859866847272541516408533899e+1262 
-1.9, -1.85, 2906.9174194335938, 2.872067274292236640556668472250073139206096149992440204087309382497900989112135e+1262 
-1.85, -1.8, 2910.213180541992, 7.753994194301300279503833550759105248908227767221977492495570828992783923561613e+1263 
-1.8, -1.75, 2914.088821411133, 3.738478736247048178796496702336770450378510055128926743906121993603762852988235e+1265 
-1.75, -1.7, 2915.6226959228516, 1.733197888107675204396746795813737018653864637743146163986799400369201122642217e+1266 
-1.7, -1.65, 2917.655288696289, 1.323097889348838462840550974221841482172927001081009729966160058694120497562511e+1267 
-1.65, -1.6, 2919.344207763672, 7.162756838784264816057685340107028714003180662780413579875884716154060674592496e+1267 
-1.6, -1.55, 2923.112350463867, 3.101442898784891207349024548141531959337380925821034195890281418003381836495277e+1269 
-1.55, -1.5, 2924.734375, 1.570363148769348884474058339062542173047333102508581835055457679537158690426706e+1270 
-1.5, -1.45, 2926.4185485839844, 8.461110938008666247087894752144974201464483244111817142296013517116440742754102e+1270 
-1.45, -1.4, 2928.20361328125, 5.042792952404275061012002723269681908992469700243671019748448655563886711099604e+1271 
-1.4, -1.35, 2931.7462463378906, 1.74267790581653694640265454747707674622211446655665539225255738348050503945306e+1273 
-1.35, -1.3, 2933.2742767333984, 8.032158947052890703641417490243810203209988902252340508271401022740108515468815e+1273 
-1.3, -1.25, 2934.9437561035156, 4.264596755456994101136274088753004490483926272647213717672281502143077608412796e+1274 
-1.25, -1.2, 2936.611053466797, 2.259310999644248841935458068288918953854675785785357979913466366571371910809338e+1275 
-1.2, -1.15, 2940.043228149414, 6.991180939781598545940391150719739909510631968040766179517939679292784066430853e+1276 
-1.15, -1.1, 2941.445770263672, 2.8422798956489032759411443863020389403567689669576643092037739831833635685656e+1277 
-1.1, -1.05, 2943.002243041992, 1.347827713845330119521322354987150278053098189778350055103744082364342055471842e+1278 
-1.05, -1.0, 2944.5418395996094, 6.284528084464075663559922276257037200443651302494259428988569536520755486353469e+1278 
-1.0, -0.95, 2947.777053833008, 1.597012666490380547711348319620511635218568197242895677218130876371100792235887e+1280 
-0.95, -0.9, 2949.0435943603516, 5.667087560278458008717656087909273041490458740688929066221490459913554015579588e+1280 
-0.9, -0.85, 2950.490982055664, 2.409641377206719933371325101441974960671949523820211428656167698451619680320815e+1281 
-0.85, -0.8, 2951.900100708008, 9.861088742349671727804337269974385478117213894667202218605499337918829019126991e+1281 
-0.8, -0.75, 2954.7566528320312, 1.715970003904124111121935166413964513486301439530581216789173325692701390046929e+1283 
-0.75, -0.7, 2955.7709350585938, 4.731587392875331730538599106184465263729592469780351173332966929187835029229001e+1283 
-0.7, -0.65, 2956.985122680664, 1.593389130412436475083607764017917370943135630434427858163784032230887744194168e+1284 
-0.65, -0.6, 2958.1737365722656, 5.230344615185721069659117934579446922416308452583082612720387394994463966518929e+1284 
-0.6, -0.55, 2960.623779296875, 6.061363650041640547700221131089360805213512339019873229155892308688883765221789e+1285 
-0.55, -0.5, 2961.295455932617, 1.186522004298306178858723951688309876566004613043886278242242818559308504285092e+1286 
-0.5, -0.45, 2962.238311767578, 3.046161207000008751080725513945025234303989082865731656985412669882933792985923e+1286 
-0.45, -0.4, 2963.1284790039062, 7.419038106723856050177774326966168458722467524408013841351535577813854594327805e+1286 
-0.4, -0.35, 2965.1068420410156, 5.36462972904134290734745052550256862416854539949923006385033549435804741759673e+1287 
-0.35, -0.3, 2965.3895568847656, 7.117397944740998374201057148501298095053830372384579492462920319413641795787412e+1287 
-0.3, -0.25, 2965.9735260009766, 1.276250171207651325131851372776796161944141269697767944717656961347700938066077e+1288 
-0.25, -0.2, 2966.485122680664, 2.128724351566262750157586384664599385992805433307352435394849841254809125219278e+1288 
-0.2, -0.15, 2967.7999725341797, 7.927777708506603490429772410365674530126178643122308977909662798146626162884331e+1288 
-0.15, -0.1, 2967.574981689453, 6.330517036310731922174464682766693163048042956147683373056024655635510784688499e+1288 
-0.1, -0.05, 2967.762893676758, 7.639207752058719316538211625840465436568200489791838892712124922226023488577092e+1288 
-0.05, 0.0, 2968.5733032226562, 1.717927037693030808389473536703232565910029554576727165913014316853878451476573e+1289 
0.0, 0.05, 2968.5733032226562, 1.717927037693030808389473536703232565910029554576727165913014316853878451476573e+1289 
0.05, 0.1, 2967.762893676758, 7.639207752058719316538211625840465436568200489791838892712124922226023488577092e+1288 
0.1, 0.15, 2967.574981689453, 6.330517036310731922174464682766693163048042956147683373056024655635510784688499e+1288 
0.15, 0.2, 2967.7999725341797, 7.927777708506603490429772410365674530126178643122308977909662798146626162884331e+1288 
0.2, 0.25, 2966.485122680664, 2.128724351566262750157586384664599385992805433307352435394849841254809125219278e+1288 
0.25, 0.3, 2965.9735260009766, 1.276250171207651325131851372776796161944141269697767944717656961347700938066077e+1288 
0.3, 0.35, 2965.3895568847656, 7.117397944740998374201057148501298095053830372384579492462920319413641795787412e+1287 
0.35, 0.4, 2965.1068420410156, 5.36462972904134290734745052550256862416854539949923006385033549435804741759673e+1287 
0.4, 0.45, 2963.1284790039062, 7.419038106723856050177774326966168458722467524408013841351535577813854594327805e+1286 
0.45, 0.5, 2962.238311767578, 3.046161207000008751080725513945025234303989082865731656985412669882933792985923e+1286 
0.5, 0.55, 2961.295455932617, 1.186522004298306178858723951688309876566004613043886278242242818559308504285092e+1286 
0.55, 0.6, 2960.623779296875, 6.061363650041640547700221131089360805213512339019873229155892308688883765221789e+1285 
0.6, 0.65, 2958.1737365722656, 5.230344615185721069659117934579446922416308452583082612720387394994463966518929e+1284 
0.65, 0.7, 2956.985122680664, 1.593389130412436475083607764017917370943135630434427858163784032230887744194168e+1284 
