Modelo de ising,Fecha, 13-02-2018 13:36:14 
 ,Tiempo de ejecución, 31.19 
 Parámetros 
 n, J, B, pasos, frecuencia 
  16, 1, 0, 1000000, 10000 
 
T,M,E,CV 
0.1, 0.04140625,8.8, 19455.999999999996 
0.2, 0.046875,4.0, 5279.999999999999 
0.3, 0.07578125,-11.2, 3939.5555555555557 
0.4, 0.0453125,12.4, 528.9999999999998 
0.5, 0.0234375,0.8, 5411.839999999999 
0.6, 0.01796875,-1.6, 1290.6666666666667 
0.7, 0.03046875,-12.8, 449.3061224489796 
0.8, 0.0484375,-14.0, 521.2499999999999 
0.9, 0.0828125,5.2, 900.9382716049382 
1.0, 0.04140625,-5.2, 499.35999999999996 
1.1, 0.071875,-1.6, 217.3884297520661 
1.2, 0.0171875,12.8, 368.4444444444444 
1.3, 0.03515625,-6.8, 439.3846153846153 
1.4, 0.046875,-16.8, 125.38775510204083 
1.5, 0.03125,-0.8, 36.693333333333335 
1.6, 0.03046875,1.2, 303.81249999999994 
1.7, 0.03125,12.8, 88.35986159169549 
1.8, 0.090625,-0.4, 89.33333333333333 
1.9, 0.028125,15.2, 75.16897506925208 
2.0, 0.034375,-13.2, 92.03999999999999 
2.1, 0.040625,-0.4, 161.41496598639455 
2.2, 0.0453125,-17.6, 24.59504132231404 
2.3, 0.0578125,16.8, 62.790170132325144 
2.4, 0.0453125,2.4, 10.111111111111112 
2.5, 0.05078125,13.6, 57.95840000000001 
2.6, 0.04140625,-2.8, 98.01183431952661 
2.7, 0.05078125,3.6, 16.43895747599451 
2.8, 0.0328125,1.6, 9.877551020408164 
2.9, 0.04375,-4.0, 46.42092746730083 
3.0, 0.04375,0.0, 36.266666666666666 
3.1, 0.04453125,14.8, 55.95837669094692 
3.2, 0.02265625,12.0, 43.74999999999999 
3.3, 0.0203125,0.8, 14.927456382001838 
3.4, 0.059375,10.4, 19.709342560553633 
3.5, 0.03828125,-14.4, 47.33387755102041 
3.6, 0.08671875,6.8, 37.04938271604938 
3.7, 0.04296875,-3.2, 8.368151935719503 
3.8, 0.0296875,1.2, 33.69529085872576 
3.9, 0.021875,-2.8, 7.794871794871796 
4.0, 0.07890625,13.6, 25.640000000000004 
4.1, 0.028125,2.0, 13.372992266508033 
4.2, 0.0484375,16.4, 22.21315192743764 
4.3, 0.03671875,11.2, 23.32936722552731 
4.4, 0.06875,-4.8, 40.958677685950406 
4.5, 0.05625,7.6, 18.401975308641976 
4.6, 0.03203125,-11.2, 5.565217391304349 
4.7, 0.04921875,-8.4, 14.1167949298325 
4.8, 0.0578125,3.6, 18.67361111111111 
4.9, 0.0609375,16.0, 20.524781341107865 
5.0, 0.03046875,-15.6, 14.0096 
