Densidad de estados ,Tiempo de ejecución, 95.27 
 Parámetros 
 n, J, B, pasos, frecuencia, bins, penalización 
  6, 1, 0, 13048, 0, 18, 1 
  E_i, E_f, S, DOS 
  -2.0, -1.75, 202.0, 5.339312554208245971622259980208267988570875343931089679011602355878433358942279e+87 
-1.75, -1.5, 210.0, 1.591626640377924159157186340777442335951099368130851835793147638866173638869208e+91 
-1.5, -1.25, 231.0, 2.099062256753063472456803931261946857142463328063898814741053416841227417660398e+100 
-1.25, -1.0, 249.0, 1.378243629957414808885790181914938234042739080100911180455349724165514333562882e+108 
-1.0, -0.75, 295.0, 1.308796610076022186332899984750243077634822563311848966609791045717251696547261e+128 
-0.75, -0.5, 300.0, 1.942426395241255936584208836017699219366208621951604694142917718067134527287891e+130 
-0.5, -0.25, 300.5, 3.202519714603632836650321686249036221744155066819931011521205138933246578320469e+130 
-0.25, 0.0, 306.0, 7.836307370806225343172196949344845828825722413092150421204901928088197520213324e+132 
0.0, 0.25, 309.5, 2.595028602714800304262955124874446745836267487011010790047783179933430396175349e+134 
0.25, 0.5, 309.0, 1.573964410377761135100442978373885865497779769607213629215508330762069587379089e+134 
0.5, 0.75, 310.5, 7.054019095091108649426755286534087512530736267785938012377352751467834274290045e+134 
0.75, 1.0, 278.0, 5.418336452271886559100375698876231241032838495327048923266716110262971982615108e+120 
1.0, 1.25, 276.5, 1.208994280333501164147590211887261646772557264279696996920047079154034638456766e+120 
1.25, 1.5, 135.75, 9.025596591408574648538854520657683324218297017678045538116052997000000000000011e+58 
1.5, 1.75, 119.07421875, 5.167448298025321287462369148551944564580141285902261838240000000000000000000025e+51 
1.75, 2.0, 113.04373168945312, 1.242421294784994067524162253851517575210512518883019293999999999999999999999998e+49 
2.0, 2.25, 109.37628173828125, 3.173332722231703988910074443175854905260031247875598099999999999999999999999988e+47 
2.25, 2.5, 0.0, 1.000000000000000000000000000000000000000000000000000000000000000000000000000000 
