Modelo de ising,Fecha, 09-05-2018 23:36:59 
 ,Tiempo de ejecución, 1032.82 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  6.0, 1.0, 0.0, 183068.0, 0.0, 18.0 
 
T,M,E,CV 
0.1, 9.459760649978452562436359585262835023018827959613809179575422668100720391201715e-01,-1.881944444444444444444444444444444443520629770971162182695354286849952950956202, 7.852424724522897699227288886847882469911489957639626965376487463011836878072019e-34 
0.2, 9.459760649978452554497392201799037081025475509142251308742037875585899910788154e-01,-1.881944444444444441795332340297409148959847997648458625161602751991779261996018, 5.629363221312448919459511681132255862198058324083628917813350365921256236006757e-16 
0.3, 9.459760649967173599280392283251084991824127687159668413046360537214858158080596e-01,-1.881944444440680826787961770172972444285646717123513191840223202113097307884667, 3.554527786687301737944833361932198294890981214979477214425851624322162328174347e-10 
0.4, 9.459760636534661307173414476179480624920967578911062866796420111051253429110481e-01,-1.881944439958456741167206036898056300774456558759017413188569338976921967516908, 2.383180974734465294078210310104138493519707965168928263908608074056316306585238e-07 
0.5, 9.459759707495573592951413941932968279858126411057474538330812077701592927736515e-01,-1.881944129952359528392103239323268973986084295533818389859128933927844136122308, 1.069273320486418050337046270359225905723923510162620877940675563072574797438133e-05 
0.6, 9.459744625750430314646651763696391486055076422898949962714434195806540965134951e-01,-1.881939097418908666289074477667852086584956151145390949052231060484648598539519, 1.262496793469807688867459914763247304297825672081753309641490359265036249294741e-04 
0.7, 9.459639387993711128541129703992010579210156744268019228639137817190533245276128e-01,-1.881903982003211565795641182296903136450795565932142372737477586947761387453373, 7.019190785361800246547669339874204452028658131327332527787530204334036084310493e-04 
0.8, 9.459207304163124868600865458714818933912536898919494916704136688401321959673552e-01,-1.881759818685378872243578640324456169803613022265409602493516261290715721514128, 2.452373859535155358561632428605389801850967220580238255839031776420428167983406e-03 
0.9, 9.457957953150063361632380844153147434641521043513854766685173072942906654664600e-01,-1.88134309545014729138138793686075799105659544812624180526010753833256833947285, 6.313094477723485055720058011154882862113901716330513026679620121893464769382482e-03 
1.0, 9.455119921787364378345455487859245184918584529132698560436554585131537900290696e-01,-1.88039711896985863909866858271756251907634972361412653769428123445444547088032, 1.316665890748427277789990612479077166961149951032501441860217482484512261460406e-02 
1.1, 9.449688129168337253997215159687650343751383237024523970562700373256460726855202e-01,-1.878589113533230720119830359236178071888500623565943145827581487508201643308186, 2.362808128707334193314160210049839635284454688165336799027555618264924656933782e-02 
1.2, 9.440509691042051707976981627393239524198436362333949184474637489782042264089004e-01,-1.875541532880007154280104402570835922778867526212491984552407404371955806540507, 3.797947198511063018020029210308781979878981488601165278804137562755113917651518e-02 
