Densidad de estados ,Tiempo de ejecución, 911.2 
 Parámetros 
 n, J, B, pasos, frecuencia, bins, penalización 
  6.0, 1.0, 0.0, 158251.0, 0.0, 18.0, 0.5 
  E_i, E_f, S, DOS 
  -2.0, -1.7777777777777777, 0.0, 1.000000000000000000000000000000000000000000000000000000000000000000000000000000 
-1.7777777777777777, -1.5555555555555556, 5.0374603271484375, 1.540782099999999999999999999999999999999999999999999999999999999999999999999993e+02 
-1.5555555555555556, -1.3333333333333333, 8.601058959960938, 5.437414549999999999999999999999999999999999999999999999999999999999999999999991e+03 
-1.3333333333333333, -1.1111111111111112, 11.686904907226562, 1.190031101200000000000000000000000000000000000000000000000000000000000000000002e+05 
-1.1111111111111112, -0.8888888888888888, 14.725738525390625, 2.484888942560000000000000000000000000000000000000000000000000000000000000000009e+06 
-0.8888888888888888, -0.6666666666666666, 17.479812622070312, 3.902888699397999999999999999999999999999999999999999999999999999999999999999997e+07 
-0.6666666666666666, -0.4444444444444444, 20.031463623046875, 5.006729357668499999999999999999999999999999999999999999999999999999999999999985e+08 
-0.4444444444444444, -0.2222222222222222, 22.1270751953125, 4.070677137092490000000000000000000000000000000000000000000000000000000000000000e+09 
-0.2222222222222222, 0.0, 23.537200927734375, 1.667540852560036999999999999999999999999999999999999999999999999999999999999993e+10 
0.0, 0.2222222222222222, 24.110977172851562, 2.959813450621143000000000000000000000000000000000000000000000000000000000000001e+10 
0.2222222222222222, 0.4444444444444444, 23.715438842773438, 1.992894117916126999999999999999999999999999999999999999999999999999999999999989e+10 
0.4444444444444444, 0.6666666666666666, 22.358123779296875, 5.128729370035449999999999999999999999999999999999999999999999999999999999999974e+09 
0.6666666666666666, 0.8888888888888888, 20.014739990234375, 4.923694908366200000000000000000000000000000000000000000000000000000000000000013e+08 
0.8888888888888888, 1.1111111111111112, 17.100601196289062, 2.67114052822000000000000000000000000000000000000000000000000000000000000000001e+07 
1.1111111111111112, 1.3333333333333333, 13.385040283203125, 6.502032486399999999999999999999999999999999999999999999999999999999999999999971e+05 
1.3333333333333333, 1.5555555555555556, 10.129165649414062, 2.506344400999999999999999999999999999999999999999999999999999999999999999999986e+04 
1.5555555555555556, 1.7777777777777777, 6.8065643310546875, 9.037604499999999999999999999999999999999999999999999999999999999999999999999983e+02 
1.7777777777777777, 2.0, 3.38372802734375, 2.94804700000000000000000000000000000000000000000000000000000000000000000000001e+01 
