Modelo de ising,Fecha, 05-04-2018 12:32:52 
 ,Tiempo de ejecución, 82.61 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  10, 1, 0, 1000000, 10000, 40.0 
 
T,M,E,CV 
0.1, 9.999999999999999999993806689544668473725027666540375004011211848218036891135367e-01,-1.974999999999999999998924216098918057284990151353238245076500386359291316813812, 5.378919505408966484808851160044392122817078891073329609247731965370537645395644e-19 
0.2, 9.999999999554051304158781547340224227780457921888797277389736376183702957141778e-01,-1.97499999992253828860749645575391103121419708030552681856737581268565339259748, 9.682713909849143881015617098528226845519677566583203081927405660747342869253067e-09 
0.3, 9.999998144737626172308026069331707543635579193166078428065572958525226241749992e-01,-1.974999677740952625133132320676481577376652413683660873860709699726604561735309, 1.790317108397528168075867487869606607826070731193073011096440959561885911528431e-05 
0.4, 9.999880339670870968392476796014341145420028935178564819750412228650528216901567e-01,-1.974979222318104182700581799753192835828482722251143978931882927746297133523207, 6.490469270990636946307324374919017122581205382627891307622021373809867595092142e-04 
0.5, 9.998542826717579858277345576999129865228203038662278295077907222116956908152653e-01,-1.97474798533478088199467358085385953237286736069391301309224163123439676102742, 5.016233063480182616631598714684317066155791069892400228764644992351301556313262e-03 
0.6, 9.992299266085262972525464888333218261789474822035857351134004026073941535138249e-01,-1.973692492582458206270802435402829734013286092171405631145999066674527267196525, 1.771082328118488292359611589614696654094686718470471407630253541642150539770193e-02 
0.7, 9.974798973748346955934126512707464863831986579906741632885982171462105311687019e-01,-1.970929826495600234836229389857538150057096690242302796271589134139806427504229, 3.835150949987556618659816431976902267087433603032643261859344372346563722067687e-02 
0.8, 9.939004371815347294737593958184011154175809068994840601648037333488610957189593e-01,-1.966043931997565131752054319683265219775664030269981475848020128676618813781758, 5.831132604032143448253637500851306407057688623923061204592596967359021521993875e-02 
0.9, 9.879351419926783005457049452941284915971333051270274105352228863474320229190361e-01,-1.959607146451148938919457511008412016293942082086751260340348823490229597936534, 6.844100446867095724610517046787222018277330169726634299675806524716496276462524e-02 
1.0, 9.792644197374724729121073226576444942173666075579811030937307701181937590258411e-01,-1.952703489887709187942364249718203106982460895886807695228859417966351406351992, 6.839231097606768120722776738353840176383007173025171255241741508991462160981847e-02 
1.1, 9.677711894968052258937568672654294476045113859607808397513174043328602448662967e-01,-1.946041450148656720557674133785889426532888864143923418787564485310562195756804, 6.496868273071295882233896476865458556041619846763837141799609014502089602421583e-02 
1.2, 9.534289243077718428440282958055962266003572387191039327896395800964128352448628e-01,-1.939562510673573222037971616707759283079520736028884531719925291923051585406682, 6.589815563372074981104093585016609780359026378766013362993238677289480898948162e-02 
