Densidad de estados ,Tiempo de ejecución, 65.35 
 Parámetros 
 n, J, B, pasos, frecuencia, bins 
  10, 1, 0, 1000000, 10000, 40 
  E_i, E_f, S, DOS 
  -2.0, -1.95, 1366.2101745605469, 2.175404044942893737438634669269010233197614115561751356427296221604115582325906e+593 
-1.95, -1.9, 1370.8517150878906, 2.255980649914439429055844967980189770553828309696312868752982851262676701408308e+595 
-1.9, -1.85, 1371.7824401855469, 5.721951131248956660209625577915726757698091588704569782763099152067508592958212e+595 
-1.85, -1.8, 1374.8772277832031, 1.263552585325721341308456489567866921566071813775796216438766394234403743476515e+597 
-1.8, -1.75, 1378.7764739990234, 6.23755568557024403364827453924228799486506330519766137709019317749552563356994e+598 
-1.75, -1.7, 1380.3570098876953, 3.029928991996278837630898077565737432150600717566345612756426109776572739956178e+599 
-1.7, -1.65, 1382.4047546386719, 2.348316861152372304477848904413464311201957995914962071283904725004037725582767e+600 
-1.65, -1.6, 1384.0971374511719, 1.275701931651491560184123437708229724257883736688676605253720543560548409652047e+601 
-1.6, -1.55, 1387.946792602539, 5.992847172343206780236846942518257959036831871777576613250330556869048507299313e+602 
-1.55, -1.5, 1389.4951629638672, 2.818914518858106042769119556045036589039003347783526938285971531153965017815273e+603 
-1.5, -1.45, 1391.2200622558594, 1.581962377497894670822694224188912543167176266490791580272228369009771466368739e+604 
-1.45, -1.4, 1392.9000244140625, 8.487786481504854279967012770750718426621180961665088743277053079378307336541964e+604 
-1.4, -1.35, 1396.5813903808594, 3.369701033950541455310829683885997098712381947956936131640269216082253421816904e+606 
-1.35, -1.3, 1398.1726684570312, 1.654530048087435284291348427515787220971268551368478597076401674795192148900065e+607 
-1.3, -1.25, 1399.8384246826172, 8.751921140912911266778714686793458250266425187063509867658339988745124532989039e+607 
-1.25, -1.2, 1401.4662475585938, 4.457156551529629591356916409975571520552493715318498873907609265535411965270686e+608 
-1.2, -1.15, 1404.9656829833984, 1.475174454493133229514535432109227978635688786539904620501071840626322994369264e+610 
-1.15, -1.1, 1406.5123443603516, 6.92707491551683797912934550075975129630685462642292847842878691742329843601496e+610 
-1.1, -1.05, 1408.031509399414, 3.164571248946568686299353576584449433977939051721800781389006590384971749953973e+611 
-1.05, -1.0, 1409.777114868164, 1.813099761320771901852101881673900142151224487075655605889091178667400541134902e+612 
-1.0, -0.95, 1413.1837615966797, 5.469020820331475997757349510738211479906523265402724088804789450169943418226623e+613 
-0.95, -0.9, 1414.4548950195312, 1.94964620189206161004611269132103567671132687192669375194918880893622970076612e+614 
-0.9, -0.85, 1415.9496459960938, 8.691963800985530161814804570393238673067842485181624328239704256577084050664384e+614 
-0.85, -0.8, 1417.4045867919922, 3.723837045940405772983738689936220182067449726907723348721269040188626066391639e+615 
-0.8, -0.75, 1420.2701568603516, 6.538707892656645610530636998591368985136887912323802699336954758013976001998478e+616 
-0.75, -0.7, 1421.2825012207031, 1.799481995804628904556756670639368149717437081830870831598336731494352212014614e+617 
-0.7, -0.65, 1422.4261016845703, 5.646858129679338769079091180381443956873834366792641634614917940067769148020136e+617 
-0.65, -0.6, 1423.6153869628906, 1.854841954261013331953318279015877954538857235208627477572041199313975856071496e+618 
-0.6, -0.55, 1426.2159423828125, 2.498698058188407647951944822814723854757898341094905237910509482714851614997713e+619 
-0.55, -0.5, 1426.8706817626953, 4.809096359309587015349558408867565485719238671756810722210783697090458496982207e+619 
-0.5, -0.45, 1427.8036041259766, 1.222437076245340006178166030643331469555228532487893421656278021433567452635835e+620 
-0.45, -0.4, 1428.6638946533203, 2.889654650861206435340919603650372976026462952093576302301920755215723967367282e+620 
-0.4, -0.35, 1430.5041961669922, 1.820030788474444447269697740319266772607601448299791476406505617143335775810812e+621 
-0.35, -0.3, 1430.785140991211, 2.410413336959945055974803221695096284244170748558795500082853965559269614111228e+621 
-0.3, -0.25, 1431.4502258300781, 4.687423545057383637524552462863758795540140103868311486369146336959745293544498e+621 
-0.25, -0.2, 1431.9332885742188, 7.598461745636924642528704419163697480913516063673275744160956550629187344324539e+621 
-0.2, -0.15, 1433.3237915039062, 3.052203111826915375651715280006479509636081712852973317272754190424910621485329e+622 
-0.15, -0.1, 1433.1209564208984, 2.491857904421972293091347716656882222093172368038685350091664180945282837040213e+622 
-0.1, -0.05, 1433.3270721435547, 3.062232733161968687473195007325702375684609296539186317013993877739644614433196e+622 
-0.05, 0.0, 1434.1715545654297, 7.125121104501426842244459814566537697249304439863192816782658127180475842324108e+622 
0.0, 0.05, 1434.1715545654297, 7.125121104501426842244459814566537697249304439863192816782658127180475842324108e+622 
0.05, 0.1, 1433.3270721435547, 3.062232733161968687473195007325702375684609296539186317013993877739644614433196e+622 
0.1, 0.15, 1433.1209564208984, 2.491857904421972293091347716656882222093172368038685350091664180945282837040213e+622 
0.15, 0.2, 1433.3237915039062, 3.052203111826915375651715280006479509636081712852973317272754190424910621485329e+622 
0.2, 0.25, 1431.9332885742188, 7.598461745636924642528704419163697480913516063673275744160956550629187344324539e+621 
0.25, 0.3, 1431.4502258300781, 4.687423545057383637524552462863758795540140103868311486369146336959745293544498e+621 
0.3, 0.35, 1430.785140991211, 2.410413336959945055974803221695096284244170748558795500082853965559269614111228e+621 
0.35, 0.4, 1430.5041961669922, 1.820030788474444447269697740319266772607601448299791476406505617143335775810812e+621 
0.4, 0.45, 1428.6638946533203, 2.889654650861206435340919603650372976026462952093576302301920755215723967367282e+620 
0.45, 0.5, 1427.8036041259766, 1.222437076245340006178166030643331469555228532487893421656278021433567452635835e+620 
0.5, 0.55, 1426.8706817626953, 4.809096359309587015349558408867565485719238671756810722210783697090458496982207e+619 
0.55, 0.6, 1426.2159423828125, 2.498698058188407647951944822814723854757898341094905237910509482714851614997713e+619 
0.6, 0.65, 1423.6153869628906, 1.854841954261013331953318279015877954538857235208627477572041199313975856071496e+618 
0.65, 0.7, 1422.4261016845703, 5.646858129679338769079091180381443956873834366792641634614917940067769148020136e+617 
0.7, 0.75, 1421.2825012207031, 1.799481995804628904556756670639368149717437081830870831598336731494352212014614e+617 
0.75, 0.8, 1420.2701568603516, 6.538707892656645610530636998591368985136887912323802699336954758013976001998478e+616 
0.8, 0.85, 1417.4045867919922, 3.723837045940405772983738689936220182067449726907723348721269040188626066391639e+615 
0.85, 0.9, 1415.9496459960938, 8.691963800985530161814804570393238673067842485181624328239704256577084050664384e+614 
0.9, 0.95, 1414.4548950195312, 1.94964620189206161004611269132103567671132687192669375194918880893622970076612e+614 
0.95, 1.0, 1413.1837615966797, 5.469020820331475997757349510738211479906523265402724088804789450169943418226623e+613 
1.0, 1.05, 1409.777114868164, 1.813099761320771901852101881673900142151224487075655605889091178667400541134902e+612 
1.05, 1.1, 1408.031509399414, 3.164571248946568686299353576584449433977939051721800781389006590384971749953973e+611 
1.1, 1.15, 1406.5123443603516, 6.92707491551683797912934550075975129630685462642292847842878691742329843601496e+610 
1.15, 1.2, 1404.9656829833984, 1.475174454493133229514535432109227978635688786539904620501071840626322994369264e+610 
1.2, 1.25, 1401.4662475585938, 4.457156551529629591356916409975571520552493715318498873907609265535411965270686e+608 
1.25, 1.3, 1399.8384246826172, 8.751921140912911266778714686793458250266425187063509867658339988745124532989039e+607 
1.3, 1.35, 1398.1726684570312, 1.654530048087435284291348427515787220971268551368478597076401674795192148900065e+607 
